impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-117253,A581915,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A581915,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Frankie,Cat,1 YEAR 1 MONTH,Spayed Female,Domestic Shorthair,Tortie,5/16/19 0:00,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A581915,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Frankie and I am available for adoption.<p/><p/>I was brought in by a good samaritan on March 30th, 2019.<p/><p/>Notes from my foster home: <p/><p/>""Frankie is a beautiful, shy, tortoiseshell, young kitty - She my take a little bit to warm up to you but once she gets to know you, she loves being near you, getting pets from you and is a big-time purr machine! she likes to hold your hand right where she wants you to pet her. She came in with baby kittens and was a wonderful, nurturing mama to her babies and now deserves a nice, relaxing home to call her own. She is still young herself and likes to chase her feather toy and run after balls. She will make a great sofa companion and prefers to be next to you.""<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K19-117276,A585068,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585068,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Male,Domestic Shorthair,Brn Tabby / White,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585068,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117277,A585069,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585069,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Female,Domestic Shorthair,Gray Tabby / White,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585069,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Gray Tabby / White Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117275,A585067,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585067,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Female,Domestic Shorthair,Gray Tabby / White,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585067,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Gray Tabby / White Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117273,A585065,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585065,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Male,Domestic Shorthair,Lynx Pt,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585065,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Lynx Pt Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117274,A585066,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585066,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Male,Domestic Shorthair,Lynx Pt,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585066,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Lynx Pt Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117278,A585070,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585070,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,12 WEEKS,Female,Domestic Mediumhair,Lynx Pt / White,5/16/19 0:00,Received on,10600 SE 238TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585070,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 10600 SE 238TH ST, KENT WA 98031<p/> Description: Lynx Pt / White Female Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117259,A585052,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585052,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unaltered,Domestic Shorthair,White / Seal Pt,5/16/19 0:00,Received on,14900 SE 270TH PL,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585052,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 14900 SE 270TH PL, KENT WA 98042<p/> Description: White / Seal Pt Unaltered Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117272,A585064,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Brn Tabby / White,5/16/19 0:00,Received on,2100 N 156TH PL,SHORELINE,WA,98133,SHORELINE,47.742973,-122.334355,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 2100 N 156TH PL, SHORELINE WA 98133<p/> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-117286,A585080,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585080,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Female,Australian Shepherd,White / Sable,5/16/19 0:00,Received on,21600 MILITARY RD S,SEATAC,WA,98198,SEATAC,47.408208,-122.28982,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585080,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 21600 MILITARY RD S, SEATAC WA 98198<p/> Description: White / Sable Female Australian Shepherd Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117284,A585076,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585076,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Charlie,Dog,8 YEARS,Neutered Male,Pit Bull / English Bulldog,Br Brindle / White,5/16/19 0:00,Received on,25400 116TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585076,Image Copyright HLP Inc. 2019,"Received on: 2019-05-16<p/> Found Near: 25400 116TH AVE SE, KENT WA 98030<p/> Description: Br Brindle / White Neutered Male Pit Bull / English Bulldog Dog<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117293,A585117,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585117,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Male,Domestic Shorthair,Black / White,5/17/19 0:00,Received on,29600 154TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585117,Image Copyright HLP Inc. 2019,"Received on: 2019-05-17<p/> Found Near: 29600 154TH AVE SE, KENT WA 98042<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117290,A585108,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A585108,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 YEARS,Male,Domestic Shorthair,Brn Tabby / White,5/17/19 0:00,Received on,3000 S 216TH ST,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A585108,Image Copyright HLP Inc. 2019,"Received on: 2019-05-17<p/> Found Near: 3000 S 216TH ST, SEATAC WA 98198<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-116522,A583027,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980961,LOST,Rocky,Cat,,Male,Siamese,Unknown,4/13/19 0:00,Date Lost,8TH AVENUE S & S 146TH ST,BURIEN,WA,98168,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980961,Image Copyright HLP Inc. 2019,,
K19-116852,A584048,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985786,LOST,Clancy,Cat,,Male,Domestic Mediumhair,Unknown,4/6/19 0:00,Date Lost,438TJ AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985786,Image Copyright HLP Inc. 2019,,
K19-116976,A584395,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987565,In Public Home,,Dog,,Female,Yorkshire Terrier,Brown,5/6/19 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987565,Image Copyright HLP Inc. 2019,,
K19-116347,A582409,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978197,LOST,Mozzie,Dog,,Male,American Staffordshire,Unknown,4/7/19 0:00,Date Lost,600 CLEARVIEW PT,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978197,Image Copyright HLP Inc. 2019,,
K19-116844,A584014,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985713,LOST,Pike,Cat,,Male,Domestic Shorthair,Unknown,4/28/19 0:00,Date Lost,WELLS AVE S. & S 5TH ST. IN RENTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985713,Image Copyright HLP Inc. 2019,,
K19-116840,A584007,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985626,LOST,Shelby,Dog,,Female,Bichon Frise,Unknown,5/1/19 0:00,Date Lost,3600 W MERCER WAY,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985626,Image Copyright HLP Inc. 2019,,
K19-117167,A584862,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989750,LOST,Satori,Cat,,Female,Domestic Longhair,Unknown,5/12/19 0:00,Date Lost,BELLEVUE WAY SE AND WOLVERINE WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989750,Image Copyright HLP Inc. 2019,,
K19-117012,A584477,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988005,LOST,Cat,Cat,,Male,Domestic Shorthair,Unknown,5/7/19 0:00,Date Lost,13800 439TH PL SE,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988005,Image Copyright HLP Inc. 2019,,
K19-117143,A584804,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989505,LOST,Roger,Cat,,Male,Domestic Shorthair,Unknown,5/9/19 0:00,Date Lost,126TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989505,Image Copyright HLP Inc. 2019,,
K19-116653,A583524,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983153,LOST,Tony,Dog,,Male,Labrador Retriever,Unknown,4/22/19 0:00,Date Lost,48TH AVE SOUTH AND S. OTHELLO ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983153,Image Copyright HLP Inc. 2019,,
K19-116693,A583662,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983732,LOST,Lou,Dog,,,Chihuahua - Smooth Coated,Unknown,4/24/19 0:00,Date Lost,160TH 7TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983732,Image Copyright HLP Inc. 2019,,
K19-117121,A584769,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989341,LOST,Baby,Cat,,Female,Domestic Longhair,Unknown,5/7/19 0:00,Date Lost,14200 SE ALLEN RD,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989341,Image Copyright HLP Inc. 2019,,
K19-116401,A582635,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978849,LOST,Skylar,Cat,,Male,American Shorthair,Unknown,4/4/19 0:00,Date Lost,72ND AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978849,Image Copyright HLP Inc. 2019,,
K19-116425,A582684,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979102,LOST,Leia,Dog,,Female,Border Collie,Unknown,4/9/19 0:00,Date Lost,30501-30599 7TH AVE SW,FEDERAL W,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979102,Image Copyright HLP Inc. 2019,,
K19-116865,A584084,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985903,LOST,Dinan,Dog,,Female,Golden Retriever,Unknown,5/2/19 0:00,Date Lost,VALLEY AVENUE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985903,Image Copyright HLP Inc. 2019,,
K19-116864,A584060,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985876,LOST,Smokey,Dog,,Female,German Shorthaired Pointer,Unknown,4/30/19 0:00,Date Lost,8000 361ST AVE NE,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985876,Image Copyright HLP Inc. 2019,,
K19-116633,A583505,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983088,LOST,Q,Cat,,Male,Domestic Shorthair,Unknown,4/6/19 0:00,Date Lost,SW MANNING ST AND SW SPOKANE ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983088,Image Copyright HLP Inc. 2019,,
K19-117094,A584724,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989079,LOST,Tink,Cat,,Female,Domestic Longhair,Unknown,5/10/19 0:00,Date Lost,90TH AND REDMOND-WOODINVILLE RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989079,Image Copyright HLP Inc. 2019,,
K19-116996,A584447,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987789,LOST,Niles,Cat,,Male,American Shorthair,Gray,5/2/19 0:00,Date Lost,32900 NE 140TH PL,DUVALL,WA,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987789,Image Copyright HLP Inc. 2019,,
K19-117172,A584857,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989777,In Public Home,,Dog,,Male,Miniature Pinscher,Black / Brown,5/13/19 0:00,Date Found,NE 19TH STREET & 100TH AVENUE NE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989777,Image Copyright HLP Inc. 2019,,
K19-116883,A584111,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986115,LOST,Manny,Dog,,Male,Yorkshire Terrier,Unknown,5/1/19 0:00,Date Lost,35500 44TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986115,Image Copyright HLP Inc. 2019,,
K19-116428,A582686,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979221,LOST,Purl,Dog,,Female,German Shepherd,Unknown,4/9/19 0:00,Date Lost,30400 NE TOLT HILL RD,CARNATION,WA,98014,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979221,Image Copyright HLP Inc. 2019,,
K19-117158,A584820,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989610,LOST,Aslyn,Cat,,Female,Domestic Longhair,Unknown,5/11/19 0:00,Date Lost,SOUTH ORCAS ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989610,Image Copyright HLP Inc. 2019,,
K19-117006,A584466,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987866,LOST,Curchill,Cat,,Male,Domestic Longhair,Unknown,5/7/19 0:00,Date Lost,13700 SE 173RD PL,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987866,Image Copyright HLP Inc. 2019,,
K19-116289,A582216,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977196,LOST,Doogie,Dog,,Male,Chihuahua - Long Haired,Unknown,4/3/19 0:00,Date Lost,S 36TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977196,Image Copyright HLP Inc. 2019,,
